data_lancamento,total_jogos,jogadores_simultaneos,avaliacoes_totais,preco_medio
2018-01-21,1,0,30,2.99
2018-01-22,14,55,14974,3.7135714285714285
2018-01-23,14,2723,325994,8.566428571428572
2018-01-24,14,5,2244,4.819285714285714
2018-01-25,15,1177,124675,5.341333333333334
2018-01-26,19,661,87470,5.434210526315789
2018-01-28,3,6,2927,0.2966666666666667
2018-01-29,11,39,3099,6.037272727272727
2018-01-30,11,5,3913,7.446363636363636
2018-01-31,17,11,8082,4.78764705882353
2018-02-01,16,309,13940,5.616875
2018-02-02,20,150,13946,3.604
2018-02-03,3,0,83,8.99
2018-02-04,2,0,152,2.99
2018-02-05,12,11,12663,2.1575
2018-02-06,20,759,25942,5.617
2018-02-07,11,28,4904,3.7236363636363636
2018-02-08,28,143918,1235692,9.801785714285714
2018-02-09,10,13,5897,5.244
2018-02-10,1,0,6,0.0
2018-02-12,13,12,3465,6.2700000000000005
2018-02-13,26,2633,187567,8.803846153846154
2018-02-14,18,191,15900,7.69888888888889
2018-02-15,15,16,4602,5.897333333333334
2018-02-16,8,2,461,1.775
2018-02-17,3,0,102,1.6633333333333333
2018-02-18,1,0,148,0.0
2018-02-19,11,3,2114,4.356363636363636
2018-02-20,17,13,6106,2.8747058823529414
2018-02-21,9,56,12259,6.772222222222222
2018-02-22,18,18,15889,6.157222222222222
2018-02-23,21,84,29721,6.550000000000001
2018-02-25,2,0,89,6.99
2018-02-26,11,23,20497,2.8536363636363635
2018-02-27,24,659,46779,8.18
2018-02-28,22,7808,609743,9.037727272727274
2018-03-01,16,68,12734,4.804375
2018-03-02,17,73,17615,5.080588235294118
2018-03-03,3,0,257,4.993333333333333
2018-03-05,10,7,3816,5.633
2018-03-06,16,350,58992,7.59875
2018-03-07,18,1204,76065,4.812222222222222
2018-03-08,23,2155,144387,6.632608695652174
2018-03-09,22,0,1982,2.9790909090909095
2018-03-10,2,1,170,1.1400000000000001
2018-03-11,6,0,207,0.49499999999999994
2018-03-12,12,181,5219,5.615833333333334
2018-03-13,19,718,34148,8.082105263157894
2018-03-14,14,117,8926,6.9399999999999995
2018-03-15,20,890,52778,7.686
2018-03-16,19,4,1458,4.0736842105263165
2018-03-17,3,5,1964,5.656666666666666
2018-03-18,3,0,52,2.33
2018-03-19,7,2,1179,2.3614285714285717
2018-03-20,15,16,7332,2.48
2018-03-21,11,0,821,7.190909090909091
2018-03-22,15,46,7152,3.0959999999999996
2018-03-23,12,101,15157,7.125
2018-03-24,3,0,121,0.9966666666666667
2018-03-25,3,5,779,2.66
2018-03-26,17,1358,177524,6.995294117647059
2018-03-27,25,788,19685,5.4284
2018-03-28,15,155,18419,5.040666666666667
2018-03-29,15,5,3759,3.9853333333333336
2018-03-30,14,33,12916,3.812857142857143
2018-04-01,2,0,262,7.49
2018-04-02,14,245,14618,7.937857142857143
2018-04-03,36,1871,47813,5.2
2018-04-04,16,1333,45948,3.216875
2018-04-05,13,544,18806,3.9738461538461536
2018-04-06,20,12,4992,2.1605
2018-04-07,2,0,166,1.995
2018-04-08,2,1,2074,25.990000000000002
2018-04-09,7,1526,44600,4.812857142857142
2018-04-10,14,6,12661,5.273571428571429
2018-04-11,12,5,2348,4.785
2018-04-12,18,59,12834,5.482222222222222
2018-04-13,25,32,17470,2.6804
2018-04-14,2,1,263,0.995
2018-04-15,4,0,178,1.4675
2018-04-16,12,38,7416,4.5375000000000005
2018-04-17,9,3,1177,7.990000000000001
2018-04-18,13,434,6091,3.2253846153846153
2018-04-19,17,536,126425,7.5200000000000005
2018-04-20,20,6,3917,4.6335
2018-04-21,7,1,841,2.98
2018-04-22,1,0,32,0.49
2018-04-23,13,77,6114,4.293846153846154
2018-04-24,29,3230,161302,5.675172413793103
2018-04-25,14,2,1983,5.742142857142857
2018-04-26,17,13,7332,3.633529411764706
2018-04-27,27,451,50177,7.5633333333333335
2018-04-28,1,0,90,1.99
2018-04-29,7,16,2623,3.8528571428571428
2018-04-30,13,2897,629343,3.1484615384615386
2018-05-01,14,146,7020,2.815714285714286
2018-05-02,14,232,16626,8.063571428571429
2018-05-03,24,27,9710,4.930416666666667
2018-05-04,22,22,5221,5.903636363636363
2018-05-05,1,0,100,13.99
2018-05-06,1,0,204,0.0
2018-05-07,10,0,722,4.962999999999999
2018-05-08,18,7012,481624,9.408888888888889
2018-05-09,15,1,1002,16.689333333333334
2018-05-10,20,12,5496,5.6415
2018-05-11,18,235,15280,3.0955555555555554
2018-05-13,3,0,456,2.3266666666666667
2018-05-14,6,1,909,3.091666666666667
2018-05-15,22,112,38411,18.077272727272728
2018-05-16,17,8196,86583,7.279411764705882
2018-05-17,29,1544,138328,6.729310344827587
2018-05-18,22,14,2462,4.515
2018-05-19,5,6,562,5.034000000000001
2018-05-20,2,0,585,1.995
2018-05-21,11,3,16148,2.5990909090909096
2018-05-22,16,84,21720,9.594375
2018-05-23,15,7592,486977,8.669333333333332
2018-05-24,16,16,7833,4.415
2018-05-25,14,10,2727,4.993571428571428
2018-05-26,2,0,59,0.0
2018-05-27,3,0,122,0.8233333333333333
2018-05-28,10,7,1267,3.1610000000000005
2018-05-29,22,194,36608,8.169545454545455
2018-05-30,14,10,6466,3.789285714285714
2018-05-31,27,825,47417,7.945185185185185
2018-06-01,22,246,9096,5.8140909090909085
2018-06-02,6,0,1074,4.041666666666667
2018-06-03,3,0,322,4.24
2018-06-04,11,267,23167,7.81
2018-06-05,22,448,176482,6.63409090909091
2018-06-06,14,7,2946,3.478571428571428
2018-06-07,16,326,23593,8.835625
2018-06-08,12,60,5045,3.966666666666667
2018-06-09,1,0,25,0.99
2018-06-10,2,0,5,6.49
2018-06-11,6,262,54329,15.656666666666666
2018-06-12,13,8,5487,10.092307692307692
2018-06-13,13,58,13896,4.606153846153846
2018-06-14,11,335,41924,7.721818181818182
2018-06-15,28,15089,118669,4.814285714285715
2018-06-16,4,0,294,2.9825
2018-06-17,3,0,526,1.8833333333333335
2018-06-18,11,4,2549,4.9763636363636365
2018-06-19,16,2,3775,3.4456249999999997
2018-06-20,12,84,3366,2.4941666666666666
2018-06-21,12,95,1148,4.1575
2018-06-22,13,1,432,4.2615384615384615
2018-06-23,2,0,16,2.4450000000000003
2018-06-24,1,0,180,0.0
2018-06-25,7,17,22881,5.92
2018-06-26,2,32,701,7.99
2018-06-27,11,201,59241,4.359090909090909
2018-06-28,15,889,95602,8.149333333333333
2018-06-29,11,316,22864,10.583636363636364
2018-06-30,4,0,1352,2.4975
2018-07-01,3,0,32,0.9266666666666667
2018-07-02,11,4,782,2.3372727272727274
2018-07-03,8,22,6880,1.4300000000000002
2018-07-04,8,0,535,3.1175
2018-07-05,13,0,681,3.0015384615384617
2018-07-06,17,28,4168,5.653529411764706
2018-07-07,1,0,755,3.99
2018-07-08,2,0,263,0.0
2018-07-09,13,12,4601,7.881538461538461
2018-07-10,17,13,8266,8.90470588235294
2018-07-11,8,3,1850,4.5275
2018-07-12,17,1332,28508,9.34529411764706
2018-07-13,33,71,22645,5.781818181818182
2018-07-14,5,0,217,1.794
2018-07-16,13,29,7339,6.453846153846153
2018-07-17,17,13,5251,9.501764705882353
2018-07-18,9,1,631,3.8800000000000003
2018-07-19,16,19,7152,8.774375
2018-07-20,10,4,6564,5.443
2018-07-21,2,1,53,0.495
2018-07-22,2,0,563,0.495
2018-07-23,11,2,796,1.981818181818182
2018-07-24,14,74,7705,6.093571428571429
2018-07-25,14,91,15284,7.964285714285714
2018-07-26,27,29,13765,7.4688888888888885
2018-07-27,16,4,4001,1.80625
2018-07-28,1,0,83,0.79
2018-07-29,2,0,116,0.0
2018-07-30,10,16,4553,5.003
2018-07-31,12,110,12484,9.660833333333333
2018-08-01,16,558,77764,7.585
2018-08-02,15,5,22130,3.993333333333333
2018-08-03,17,5,2704,3.476470588235294
2018-08-04,3,0,201,2.66
2018-08-05,3,0,151,0.33
2018-08-06,6,2560,172535,9.493333333333332
2018-08-07,12,2135,88262,5.710833333333333
2018-08-08,19,61,10397,3.7078947368421056
2018-08-09,9,12070,520690,7.836666666666667
2018-08-10,16,323,38436,8.73
2018-08-11,3,0,82,5.56
2018-08-12,2,0,44,0.99
2018-08-13,11,117,30452,5.994545454545454
2018-08-14,15,558,43539,10.970666666666666
2018-08-15,17,944,47454,3.7888235294117645
2018-08-16,17,74,10891,6.551176470588236
2018-08-17,19,522,20885,4.064736842105263
2018-08-18,3,0,205,0.9966666666666667
2018-08-19,1,0,15,0.0
2018-08-20,10,25,8833,3.3449999999999998
2018-08-21,9,26,6765,7.271111111111111
2018-08-22,4,11,11508,5.382499999999999
2018-08-23,22,434,20559,4.573181818181818
2018-08-24,10,16,2120,3.8729999999999998
2018-08-25,1,0,93,0.49
2018-08-26,1,0,49,4.99
2018-08-27,12,20,13588,8.743333333333334
2018-08-28,13,152,24782,5.147692307692308
2018-08-29,14,9203,155189,9.647142857142857
2018-08-30,17,332,77838,7.787058823529412
2018-08-31,17,12,4356,8.67764705882353
2018-09-01,9,17,1074,1.4400000000000002
2018-09-03,13,2,3555,5.260769230769231
2018-09-04,12,73,14788,11.199166666666668
2018-09-05,13,69,4554,2.5338461538461536
2018-09-06,18,841,34456,3.015
2018-09-07,11,13,4409,8.358181818181817
2018-09-08,3,1,138,2.8233333333333337
2018-09-09,4,2,92,0.745
2018-09-10,6,42,17583,7.033333333333334
2018-09-11,8,18,4861,8.741249999999999
2018-09-12,13,65,6712,3.6015384615384614
2018-09-13,26,523,39711,8.975769230769231
2018-09-14,29,748,92073,8.106896551724137
2018-09-17,7,0,360,2.705714285714286
2018-09-18,22,117,18183,9.196363636363635
2018-09-19,16,47,14211,4.499375
2018-09-20,21,2356,148525,5.411428571428571
2018-09-21,16,26,10142,6.594375
2018-09-22,3,0,174,0.5966666666666667
2018-09-23,1,0,30,0.99
2018-09-24,11,6,5624,26.63
2018-09-25,19,707,52507,10.134210526315789
2018-09-26,12,451,70558,7.677499999999999
2018-09-27,20,7,9749,8.7395
2018-09-28,26,309,31746,6.668461538461538
2018-09-29,3,0,538,7.326666666666667
2018-09-30,3,93,34908,3.3233333333333337
2018-10-01,13,17,1091,4.149230769230769
2018-10-02,12,55,19082,13.720833333333333
2018-10-03,11,10,3140,4.699090909090909
2018-10-04,10,0,727,4.744
2018-10-05,17,2630,174068,8.324117647058824
2018-10-06,3,27,2833,9.99
2018-10-07,2,0,137,1.995
2018-10-08,12,40,5029,4.485833333333333
2018-10-09,14,27,9050,4.922142857142857
2018-10-10,12,12,4439,5.325
2018-10-11,16,357,26452,7.30625
2018-10-12,9,57,9234,4.411111111111111
2018-10-13,1,2,114,4.99
2018-10-14,3,0,6574,0.33
2018-10-15,18,92,12451,8.855
2018-10-16,15,92,14534,8.762666666666666
2018-10-17,12,19741,231171,11.975833333333334
2018-10-18,17,298,48915,12.585294117647058
2018-10-19,12,64,57691,5.910833333333334
2018-10-20,1,0,28,2.99
2018-10-21,3,0,45,1.18
2018-10-22,11,107,7395,11.447272727272725
2018-10-23,14,106,24033,6.28
2018-10-24,10,54,14400,6.144
2018-10-25,18,58,9763,8.94
2018-10-26,18,11,7808,6.16
2018-10-27,1,0,70,4.99
2018-10-29,9,48,13382,7.545555555555556
2018-10-30,9,399,12689,7.09111111111111
2018-10-31,20,32,6969,1.7885000000000002
2018-11-01,14,19,7544,6.682142857142857
2018-11-02,18,627,15214,3.4205555555555556
2018-11-04,2,0,251,9.49
2018-11-05,14,14,9038,4.667142857142857
2018-11-06,17,32,10567,5.550588235294118
2018-11-07,13,15,6367,9.528461538461539
2018-11-08,15,344,24282,6.038666666666667
2018-11-09,23,375,62539,5.688695652173913
2018-11-10,1,2,1108,24.99
2018-11-11,1,4,158,0.0
2018-11-12,14,5,4723,1.3485714285714288
2018-11-13,9,236,92804,2.9055555555555554
2018-11-14,17,218,15154,3.4241176470588237
2018-11-15,21,384,42179,10.088095238095239
2018-11-16,32,4017,734890,6.3846875
2018-11-17,3,0,487,3.1566666666666667
2018-11-18,1,0,5,4.99
2018-11-19,6,983,75794,4.206666666666666
2018-11-20,13,86,6518,3.953076923076923
2018-11-21,7,525,47060,2.5785714285714287
2018-11-22,9,2,5958,3.518888888888889
2018-11-23,15,9,5832,5.740666666666667
2018-11-24,2,0,79,0.245
2018-11-25,1,0,18,4.99
2018-11-26,12,5,2907,2.62
2018-11-27,9,58,17225,6.716666666666667
2018-11-28,14,38,27045,5.065714285714286
2018-11-29,21,121,15603,7.649047619047619
2018-11-30,22,2313,46673,9.538181818181819
2018-12-01,4,1,147,1.4925000000000002
2018-12-03,13,323,15737,9.587692307692306
2018-12-04,13,411,64578,12.331538461538461
2018-12-05,9,38,7599,4.016666666666667
2018-12-06,15,5566,117617,13.944666666666667
2018-12-07,20,16,8624,4.635
2018-12-08,5,1281,665,0.396
2018-12-09,1,0,1176,0.0
2018-12-10,12,40,25682,5.234166666666667
2018-12-11,13,2068,71408,10.316153846153847
2018-12-12,13,5226,195129,5.34
2018-12-13,13,37149,530724,11.191538461538462
2018-12-14,17,162,56754,6.546470588235294
2018-12-15,4,2,702,4.2425
2018-12-16,1,0,176,14.99
2018-12-17,11,7492,358056,4.852727272727273
2018-12-18,17,96,36688,6.096470588235294
2018-12-19,15,276,40603,8.552
2018-12-20,16,7,3843,6.493125
2018-12-21,15,1143,9970,7.793333333333333
2018-12-22,2,468,42647,14.995
2018-12-23,4,1,122,4.9925
2018-12-24,8,2,3032,4.16375
2018-12-25,4,15,2899,9.2425
2018-12-26,6,56,1757,1.995
2018-12-27,4,1,792,3.995
2018-12-28,16,6,1375,2.07625
2018-12-29,1,0,31,1.99
2018-12-30,1,0,28,1.99
2018-12-31,9,1,1693,1.7155555555555557
2019-01-01,8,2,4569,1.24625
2019-01-02,5,0,723,2.992
2019-01-03,9,4,3665,3.6611111111111114
2019-01-04,9,0,310,3.2133333333333334
2019-01-05,6,2,1828,3.8250000000000006
2019-01-06,4,3,1725,8.0175
2019-01-07,10,195,3154,7.194
2019-01-08,8,0,521,0.7312500000000001
2019-01-09,8,29,2651,4.30625
2019-01-10,15,724,39521,9.147333333333334
2019-01-11,9,4,5338,1.9677777777777778
2019-01-12,1,0,9,0.99
2019-01-13,1,0,109,0.0
2019-01-14,2,0,261,0.495
2019-01-15,10,676,83466,9.244
2019-01-16,5,101,4657,3.7920000000000003
2019-01-17,20,119,42477,8.770999999999999
2019-01-18,10,31,3698,2.224
2019-01-20,2,0,102,1.9900000000000002
2019-01-21,11,7,4744,2.755454545454546
2019-01-22,18,123,10782,9.46888888888889
2019-01-23,14,15043,186032,8.485
2019-01-24,17,3828,270587,8.773529411764706
2019-01-25,14,331,8556,5.564285714285715
2019-01-26,4,0,152,2.18
2019-01-27,2,0,688,4.49
2019-01-28,9,11,665,7.4799999999999995
2019-01-29,12,197,61805,5.501666666666666
2019-01-30,15,714,107992,11.524
2019-01-31,33,414,65037,9.549696969696969
2019-02-01,20,874,28982,6.422499999999999
2019-02-02,5,2,1345,0.5980000000000001
2019-02-03,3,0,262,0.33
2019-02-04,6,0,374,0.9133333333333334
2019-02-05,8,1020,130105,5.2425
2019-02-06,10,11,4855,1.154
2019-02-07,14,442,15565,7.127857142857144
2019-02-08,15,7,4699,3.576
2019-02-10,2,2,230,0.0
2019-02-11,10,13,1243,3.144
2019-02-12,7,7,3136,5.998571428571428
2019-02-13,15,20,13950,7.698666666666666
2019-02-14,18,23,42685,6.839444444444445
2019-02-15,14,218,33979,5.805
2019-02-16,4,0,177,0.2475
2019-02-17,2,1,395,0.495
2019-02-18,6,17,871,2.8466666666666662
2019-02-19,12,221,35872,16.2425
2019-02-20,11,2,1114,4.51
2019-02-21,14,67,4786,4.563571428571429
2019-02-22,15,113,48521,3.24
2019-02-23,3,0,10,1.656666666666667
2019-02-25,11,669,59607,5.337272727272727
2019-02-26,14,53,8465,10.571428571428571
2019-02-27,15,189,11047,5.465333333333334
2019-02-28,23,4321,162434,9.611739130434783
2019-03-01,24,348,37459,4.962916666666667
2019-03-02,1,1,215,9.99
2019-03-04,7,0,182,1.5685714285714287
2019-03-05,14,206,4218,9.381428571428572
2019-03-06,7,17,1442,4.662857142857143
2019-03-07,16,2292,166480,6.6325
2019-03-08,17,52,17986,4.91
2019-03-09,6,0,482,2.4933333333333336
2019-03-10,1,4,241,0.0
2019-03-11,17,18,3633,3.8594117647058823
2019-03-12,15,94,26125,12.192666666666666
2019-03-13,14,270,23318,5.385
2019-03-14,14,27,13934,7.885
2019-03-15,12,2615,24813,7.700833333333333
2019-03-16,3,22,1144,15.323333333333332
2019-03-17,1,0,13,0.99
2019-03-18,6,6,2741,6.991666666666667
2019-03-19,7,8,10099,9.791428571428572
2019-03-20,5,3,216,5.392
2019-03-21,10,6781,326543,12.690999999999999
2019-03-22,15,34,3203,3.6606666666666667
2019-03-23,1,0,25,5.99
2019-03-24,2,0,282,1.045
2019-03-25,11,5,1551,7.408181818181819
2019-03-26,15,731,74858,11.58
2019-03-27,10,278,20925,7.278999999999999
2019-03-28,21,8117,351539,5.3133333333333335
2019-03-29,17,872,44749,8.237647058823528
2019-03-30,2,7,1468,0.0
2019-03-31,2,0,426,0.99
2019-04-01,10,1382,158472,5.694
2019-04-02,9,8,1123,5.1866666666666665
2019-04-03,10,769,33335,8.690999999999999
2019-04-04,17,524,28524,8.321764705882353
2019-04-05,17,103,15535,3.9523529411764704
2019-04-06,4,18,2292,4.9975
2019-04-07,1,0,31,0.49
2019-04-08,7,1,244,5.135714285714286
2019-04-09,7,842,41810,18.27857142857143
2019-04-10,6,2,1420,7.25
2019-04-11,19,35,11831,7.92157894736842
2019-04-12,11,4813,46751,3.5399999999999996
2019-04-13,2,0,97,0.99
2019-04-14,3,26,1734,3.36
2019-04-15,10,4,4694,3.268
2019-04-16,8,18,3273,7.4925
2019-04-17,12,51,9898,5.200833333333333
2019-04-18,27,414,122383,10.88074074074074
2019-04-19,14,20,6529,6.5685714285714285
2019-04-20,3,0,34,2.99
2019-04-22,10,48,5623,3.3649999999999998
2019-04-23,10,1026,109000,8.096
2019-04-24,9,2,5314,3.448888888888889
2019-04-25,22,603,59216,6.6881818181818184
2019-04-26,13,26,8421,3.493846153846154
2019-04-28,4,25,406,0.7475
2019-04-29,10,843,117032,7.273999999999999
2019-04-30,16,6544,178892,9.820625
2019-05-01,13,52,7066,5.730769230769231
2019-05-02,13,89,7787,7.805384615384615
2019-05-03,16,78,25936,3.12625
2019-05-04,2,0,31,0.495
2019-05-05,1,0,33,0.0
2019-05-06,12,104,2303,3.285833333333333
2019-05-07,12,200,22862,5.826666666666667
2019-05-08,5,2,1310,3.196
2019-05-09,19,241,34876,4.531052631578947
2019-05-10,16,20,7286,4.05625
2019-05-11,3,1,3776,0.66
2019-05-13,14,128,23156,7.8500000000000005
2019-05-14,3,145,63160,14.660000000000002
2019-05-15,15,21,6027,8.421333333333333
2019-05-16,22,41,8772,10.355454545454545
2019-05-17,22,156,15647,5.500909090909091
2019-05-18,2,0,36,3.49
2019-05-19,2,0,41,0.495
2019-05-20,12,24,11980,4.225833333333333
2019-05-21,17,485,96015,7.393529411764706
2019-05-22,10,2,1629,3.768
2019-05-23,15,4617,152922,8.258666666666667
2019-05-24,23,548,188312,4.732608695652174
2019-05-26,2,0,23,0.99
2019-05-27,13,64,9943,4.730769230769231
2019-05-28,17,95,29149,12.75529411764706
2019-05-29,14,1488,44544,10.241428571428571
2019-05-30,22,15,55151,4.843181818181818
2019-05-31,21,203,30748,9.507142857142856
2019-06-01,2,0,157,1.495
2019-06-02,3,1080,5846,5.326666666666667
2019-06-03,6,10,4465,11.49
2019-06-04,12,26,14420,7.325833333333333
2019-06-05,9,2449,87298,12.77
2019-06-06,19,3470,167262,8.752631578947367
2019-06-07,18,235,17530,8.032222222222224
2019-06-08,2,0,10,0.99
2019-06-09,3,0,1218,1.6633333333333333
2019-06-10,6,1,3516,5.328333333333333
2019-06-11,11,148,14648,7.084545454545454
2019-06-12,8,9,2100,10.68
2019-06-13,14,557,17521,6.1935714285714285
2019-06-14,17,10,5877,4.262352941176471
2019-06-15,2,0,1035,0.57
2019-06-16,2,0,36,0.495
2019-06-17,13,45,10368,4.724615384615385
2019-06-18,15,2952,95115,13.058666666666666
2019-06-19,13,737,142521,4.569999999999999
2019-06-20,22,1334,155487,10.35590909090909
2019-06-21,9,9,1590,5.216666666666666
2019-06-22,2,0,106,1.495
2019-06-23,1,0,5,0.0
2019-06-24,11,5,107960,5.539090909090909
2019-06-25,15,8,2462,1.8146666666666669
2019-06-26,6,213,84370,6.7749999999999995
2019-06-27,11,104,28675,3.539090909090909
2019-06-28,10,13,9095,5.043
2019-06-29,2,0,27,3.49
2019-06-30,4,3,4118,3.4325
2019-07-01,1,0,1,0.99
2019-07-02,1,0,8,12.99
2019-07-03,11,4,1151,4.981818181818182
2019-07-04,7,7,2736,4.25
2019-07-05,7,7,2191,13.704285714285716
2019-07-08,1,1,79,4.99
2019-07-09,11,29,7878,3.173636363636364
2019-07-10,17,15,7467,5.49
2019-07-11,13,207,21972,13.253846153846155
2019-07-12,10,318,23259,7.191
2019-07-13,2,0,4,2.79
2019-07-14,3,0,63,3.3266666666666667
2019-07-15,10,648,31955,9.094
2019-07-16,8,352,10609,10.991249999999999
2019-07-17,9,435,17225,5.763333333333334
2019-07-18,20,38,14385,8.146
2019-07-19,16,23,6627,6.05625
2019-07-20,2,2,239,0.0
2019-07-21,1,0,1,3.99
2019-07-22,7,192,10456,5.6085714285714285
2019-07-23,16,4531,288175,7.960625
2019-07-24,7,112,8044,3.278571428571429
2019-07-25,38,1711,69240,6.754473684210526
2019-07-26,18,86,14561,5.881666666666667
2019-07-27,1,0,2,9.99
2019-07-28,2,2,348,7.995
2019-07-29,16,117,10153,4.805625
2019-07-30,18,7782,159363,12.258333333333333
2019-07-31,12,580,6291,6.9925
2019-08-01,19,39,11380,8.333684210526316
2019-08-02,16,30,16645,6.8306249999999995
2019-08-03,2,0,40,1.9900000000000002
2019-08-04,1,0,1,4.49
2019-08-05,9,93,3383,4.771111111111111
2019-08-06,14,134,16340,5.484285714285714
2019-08-07,16,5,7519,5.3256250000000005
2019-08-08,13,7,2581,6.315384615384615
2019-08-09,14,6,4891,2.2814285714285716
2019-08-10,5,2,705,2.99
2019-08-11,2,0,159,0.495
2019-08-12,9,84,13296,5.658888888888889
2019-08-13,17,99,17144,3.841176470588235
2019-08-14,13,6,6245,3.808461538461539
2019-08-15,18,33,16662,7.407222222222223
2019-08-16,16,20,6901,4.043125
2019-08-17,4,0,2133,4.565
2019-08-18,2,0,24,0.0
2019-08-19,12,1000,69510,6.623333333333332
2019-08-20,6,103,9581,3.6633333333333327
2019-08-21,8,68,5653,4.74375
2019-08-22,16,14,9436,10.216875
2019-08-23,17,11,11968,5.21
2019-08-24,1,0,6,0.99
2019-08-25,4,0,267,1.3675000000000002
2019-08-26,6,1,3599,4.053333333333334
2019-08-27,17,6360,260145,9.34470588235294
2019-08-28,12,170,12376,8.165833333333333
2019-08-29,24,85,24957,7.700833333333333
2019-08-30,21,60,22262,7.695714285714285
2019-08-31,6,2,547,1.8266666666666669
2019-09-01,2,0,47,0.495
2019-09-02,13,3,1241,5.084615384615384
2019-09-03,15,658,47852,6.1946666666666665
2019-09-04,11,3,2674,3.895454545454545
2019-09-05,21,2150,172564,9.376666666666667
2019-09-06,11,2,1418,7.8109090909090915
2019-09-07,3,0,54,5.323333333333333
2019-09-08,2,0,82,0.495
2019-09-09,10,265,44043,10.171
2019-09-10,11,839,79783,7.084545454545454
2019-09-11,14,9,1916,3.6371428571428575
2019-09-12,15,12,14206,4.196666666666667
2019-09-13,15,36,22761,6.239333333333334
2019-09-14,1,1,75,9.99
2019-09-15,2,1,243,0.495
2019-09-16,6,0,697,9.991666666666667
2019-09-17,13,364,36594,15.756153846153845
2019-09-18,12,949,48661,6.784999999999999
2019-09-19,15,153,26469,12.392
2019-09-20,16,5,4664,3.526875
2019-09-21,2,2,1263,10.239999999999998
2019-09-22,5,1,347,3.7939999999999996
2019-09-23,14,92,11825,4.281428571428571
2019-09-24,17,2117,106925,8.815882352941177
2019-09-25,11,644,67516,6.8109090909090915
2019-09-26,25,2969,97836,11.249600000000001
2019-09-27,21,81,13667,8.360952380952382
2019-09-28,3,0,116,0.33
2019-09-29,2,0,122,0.0
2019-09-30,15,19,31594,8.486666666666666
2019-10-01,15,28010,639503,7.058666666666666
2019-10-02,9,7,1573,2.836666666666667
2019-10-03,16,13,12527,7.679375
2019-10-04,10,18,14221,8.042
2019-10-05,2,0,134,0.995
2019-10-06,2,0,338,0.0
2019-10-07,7,3611,33874,7.992857142857143
2019-10-08,9,610,43678,17.325555555555557
2019-10-09,8,1,2766,5.49625
2019-10-10,20,254,48786,12.114999999999998
2019-10-11,12,115,15417,5.66
2019-10-12,5,37,5529,2.2399999999999998
2019-10-13,6,14,5184,5.823333333333333
2019-10-14,8,50,21049,8.45625
2019-10-15,16,1313,126167,13.521875
2019-10-16,15,133,22704,10.765333333333333
2019-10-17,17,1139,39371,14.676470588235293
2019-10-18,20,14,3873,6.9319999999999995
2019-10-19,2,43,5013,0.495
2019-10-20,4,1,215,3.9450000000000003
2019-10-21,6,10,11041,8.993333333333334
2019-10-22,18,63,18334,10.628333333333334
2019-10-23,12,51,15263,11.406666666666666
2019-10-24,19,358,44221,7.2973684210526315
2019-10-25,19,11,14558,2.0310526315789477
2019-10-26,3,3,207,1.23
2019-10-27,3,349,4107,10.656666666666666
2019-10-28,8,94,8847,14.11625
2019-10-29,9,2,953,6.546666666666667
2019-10-30,16,52,16711,4.34375
2019-10-31,15,7,2619,7.5793333333333335
2019-11-01,20,61,19013,5.567
2019-11-02,2,0,50,0.495
2019-11-03,4,0,307,4.115
2019-11-04,10,0,4649,3.594
2019-11-05,12,2510,90997,10.368333333333334
2019-11-06,11,230,29842,6.086363636363637
2019-11-07,17,41,8107,8.534117647058824
2019-11-08,10,2,3339,2.8120000000000003
2019-11-09,6,0,1234,3.9233333333333333
2019-11-10,5,3,2310,7.194
2019-11-11,13,69,13528,6.147692307692308
2019-11-12,15,67,13469,12.171999999999999
2019-11-13,8,293,18630,6.946249999999999
2019-11-14,24,15514,356375,18.60833333333333
2019-11-15,17,23,8691,5.868235294117647
2019-11-16,1,0,12,7.99
2019-11-17,5,3,1953,3.592
2019-11-18,14,1379,37637,7.100714285714285
2019-11-19,11,51,10906,3.7654545454545456
2019-11-20,15,128,15204,6.162
2019-11-21,13,63,14419,10.65846153846154
2019-11-22,17,248,25731,8.36705882352941
2019-11-23,4,0,286,3.49
2019-11-24,3,0,265,2.3233333333333337
2019-11-25,8,1536,30843,7.665
2019-11-26,6,2,1305,5.478333333333334
2019-11-27,12,1248,39625,8.943333333333333
2019-11-28,8,6,767,5.4375
2019-11-29,16,56,5300,6.491875
2019-11-30,1,0,5,1.99
2019-12-01,2,0,18,2.495
2019-12-02,10,7,2135,7.182
2019-12-03,11,3584,259021,10.309090909090909
2019-12-04,10,213,20563,5.994
2019-12-05,16,29993,763729,7.7993749999999995
2019-12-06,13,6,3120,6.726923076923077
2019-12-07,4,0,71,0.9924999999999999
2019-12-08,6,3,1503,3.6616666666666666
2019-12-09,12,322,77531,5.2225
2019-12-10,19,3033,371069,15.149473684210525
2019-12-11,17,3481,41673,9.814705882352941
2019-12-12,27,571,37156,7.854814814814814
2019-12-13,21,9,10466,7.824285714285715
2019-12-14,3,1,492,4.656666666666667
2019-12-15,1,0,4,2.99
2019-12-16,9,1,383,3.6822222222222223
2019-12-17,11,7,10174,3.429090909090909
2019-12-18,11,3,6453,1.8127272727272727
2019-12-19,19,295,16989,3.6510526315789478
2019-12-20,14,64,8593,7.493571428571428
2019-12-21,2,1,1651,0.0
2019-12-22,5,13,1502,6.392
